trade_date,avg_pnl,total_volume_usd,value,classification,sentiment_category,long_short_ratio_x,avg_leverage,total_fees,gross_profit_x,gross_loss_x,profit_factor_x,high_leverage_pct,long_short_ratio_y,long_pct,sentiment_group,fear_greed_level,total_pnl,pnl_std,num_trades,win_rate,total_volume,avg_trade_size,trade_size_std,total_abs_pnl,gross_profit_y,gross_loss_y,profit_factor_y
2024-05-09,5.09,602.9,55,Greed,Neutral,,0,,5.088,0.0,5088.0,0,0.0,0.0,Neutral,Neutral (46-55),5.09,,1,1.0,602.9,602.9,,5.09,5.088,0.0,5088.0
2024-05-13,106.0,4281.41,57,Greed,Greed,,0,,105.9984,0.0,105998.40000000001,0,0.0,0.0,Greed,Greed (56-75),106.0,,1,1.0,4281.41,4281.41,,106.0,105.9984,0.0,105998.40000000001
2024-05-15,0.0,22613.97,64,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75),0.0,0.0,2,0.0,22613.97,11306.98,3924.12,0.0,0.0,0.0,0.0
2024-05-16,0.0,468.06,70,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,50.0,Greed,Greed (56-75),0.0,0.0,2,0.0,468.06,234.03,315.92,0.0,0.0,0.0,0.0
2024-05-21,0.0,1988.82,76,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Extreme Greed (76-100),0.0,,1,0.0,1988.82,1988.82,,0.0,0.0,0.0,0.0
2024-05-23,1.27,4940.82,76,Extreme Greed,Extreme Greed,,0,,3.816384,0.0,3816.384,0,2.0,66.66666666666666,Greed,Extreme Greed (76-100),3.82,2.2,3,0.33,4940.82,1646.94,993.73,3.82,3.816384,0.0,3816.384
2024-05-27,48.34,2223.67,74,Greed,Greed,,0,,48.335913,0.0,48335.913,0,1.0,100.0,Greed,Greed (56-75),48.34,,1,1.0,2223.67,2223.67,,48.34,48.335913,0.0,48335.913
2024-05-29,0.0,443.19,72,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75),0.0,0.0,2,0.0,443.19,221.6,0.35,0.0,0.0,0.0,0.0
2024-06-03,3.63,443.84,73,Greed,Greed,,0,,7.254702,0.0,7254.702,0,1.0,50.0,Greed,Greed (56-75),7.25,5.13,2,0.5,443.84,221.92,0.04,7.25,7.254702,0.0,7254.702
2024-06-06,2.57,878.4,78,Extreme Greed,Extreme Greed,,0,,5.130415,0.0,5130.415,0,1.0,50.0,Greed,Extreme Greed (76-100),5.13,3.63,2,0.5,878.4,439.2,163.67,5.13,5.130415,0.0,5130.415
2024-06-07,0.0,94.73,77,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Extreme Greed (76-100),0.0,,1,0.0,94.73,94.73,,0.0,0.0,0.0,0.0
2024-06-09,0.0,70.47,75,Extreme Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75),0.0,,1,0.0,70.47,70.47,,0.0,0.0,0.0,0.0
2024-06-10,0.0,554.85,72,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75),0.0,,1,0.0,554.85,554.85,,0.0,0.0,0.0,0.0
2024-06-12,0.0,115.1,72,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75),0.0,,1,0.0,115.1,115.1,,0.0,0.0,0.0,0.0
2024-06-17,636.46,6589.82,71,Greed,Greed,,0,,636.463443,0.0,636463.443,0,1.0,100.0,Greed,Greed (56-75),636.46,,1,1.0,6589.82,6589.82,,636.46,636.463443,0.0,636463.443
2024-06-21,0.0,24.99,63,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75),0.0,,1,0.0,24.99,24.99,,0.0,0.0,0.0,0.0
2024-06-26,0.0,12155.22,46,Neutral,Neutral,,0,,0.0,0.0,0.0,0,1.0,50.0,Neutral,Neutral (46-55),0.0,0.0,2,0.0,12155.22,6077.61,8375.07,0.0,0.0,0.0,0.0
2024-06-27,0.0,29999.34,40,Fear,Fear,,0,,0.0,0.0,0.0,0,0.0,0.0,Fear,Fear (26-45),0.0,,1,0.0,29999.34,29999.34,,0.0,0.0,0.0,0.0
2024-07-03,193.87,10377.08,50,Neutral,Neutral,,0,,387.745268,0.0,387745.268,0,2.0,100.0,Neutral,Neutral (46-55),387.75,274.18,2,0.5,10377.08,5188.54,6823.82,387.75,387.745268,0.0,387745.268
2024-07-06,0.0,118.65,26,Fear,Fear,,0,,0.0,0.0,0.0,0,2.0,100.0,Fear,Fear (26-45),0.0,0.0,2,0.0,118.65,59.32,0.63,0.0,0.0,0.0,0.0
2024-07-15,0.0,1828.39,52,Neutral,Neutral,,0,,0.0,0.0,0.0,0,0.0,0.0,Neutral,Neutral (46-55),0.0,,1,0.0,1828.39,1828.39,,0.0,0.0,0.0,0.0
2024-07-17,0.82,6190.08,69,Greed,Greed,,0,,3.271075,0.0,3271.0750000000003,0,1.0,50.0,Greed,Greed (56-75),3.27,1.14,4,0.5,6190.08,1547.52,1656.19,3.27,3.271075,0.0,3271.0750000000003
2024-07-18,140.63,29998.29,61,Greed,Greed,,0,,140.633592,0.0,140633.592,0,1.0,100.0,Greed,Greed (56-75),140.63,,1,1.0,29998.29,29998.29,,140.63,140.633592,0.0,140633.592
2024-07-20,0.0,558.23,74,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75),0.0,,1,0.0,558.23,558.23,,0.0,0.0,0.0,0.0
2024-07-21,-0.22,10.65,74,Greed,Greed,,0,,0.0,0.215817,0.0,0,1.0,100.0,Greed,Greed (56-75),-0.22,,1,0.0,10.65,10.65,,0.22,0.0,0.215817,0.0
2024-07-22,-17.54,281.34,70,Greed,Greed,,0,,0.0,17.539986,0.0,0,1.0,100.0,Greed,Greed (56-75),-17.54,,1,0.0,281.34,281.34,,17.54,0.0,17.539986,0.0
2024-07-23,62.82,1039.99,71,Greed,Greed,,0,,188.47426,0.0,188474.25999999998,0,0.5,33.33333333333333,Greed,Greed (56-75),188.47,80.57,3,1.0,1039.99,346.66,263.17,188.47,188.47426,0.0,188474.25999999998
2024-07-25,0.0,1060.73,68,Greed,Greed,,0,,0.0,0.0,0.0,0,2.0,100.0,Greed,Greed (56-75),0.0,0.0,2,0.0,1060.73,530.36,664.52,0.0,0.0,0.0,0.0
2024-07-26,0.0,2583.92,68,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,50.0,Greed,Greed (56-75),0.0,0.0,2,0.0,2583.92,1291.96,1001.83,0.0,0.0,0.0,0.0
2024-07-27,330.25,82123.84,72,Greed,Greed,,0,,660.5018279999999,0.0,660501.8279999999,0,0.0,0.0,Greed,Greed (56-75),660.5,214.32,2,1.0,82123.84,41061.92,26034.53,660.5,660.5018279999999,0.0,660501.8279999999
2024-07-30,0.0,10067.14,67,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75),0.0,,1,0.0,10067.14,10067.14,,0.0,0.0,0.0,0.0
2024-08-02,0.0,3845.84,57,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75),0.0,,1,0.0,3845.84,3845.84,,0.0,0.0,0.0,0.0
2024-08-04,0.0,736.15,34,Fear,Fear,,0,,0.0,0.0,0.0,0,1.0,100.0,Fear,Fear (26-45),0.0,,1,0.0,736.15,736.15,,0.0,0.0,0.0,0.0
2024-08-05,0.0,60.33,26,Fear,Fear,,0,,0.0,0.0,0.0,0,1.0,100.0,Fear,Fear (26-45),0.0,,1,0.0,60.33,60.33,,0.0,0.0,0.0,0.0
2024-08-06,0.0,240.0,17,Extreme Fear,Extreme Fear,,0,,0.0,0.0,0.0,0,1.0,100.0,Fear,Extreme Fear (0-25),0.0,,1,0.0,240.0,240.0,,0.0,0.0,0.0,0.0
2024-08-09,0.0,139.12,48,Neutral,Neutral,,0,,0.0,0.0,0.0,0,0.0,0.0,Neutral,Neutral (46-55),0.0,,1,0.0,139.12,139.12,,0.0,0.0,0.0,0.0
2024-08-10,0.0,91.0,40,Fear,Fear,,0,,0.0,0.0,0.0,0,1.0,100.0,Fear,Fear (26-45),0.0,,1,0.0,91.0,91.0,,0.0,0.0,0.0,0.0
2024-08-14,0.0,3631.7,30,Fear,Fear,,0,,0.0,0.0,0.0,0,1.0,100.0,Fear,Fear (26-45),0.0,,1,0.0,3631.7,3631.7,,0.0,0.0,0.0,0.0
2024-09-01,0.0,1500.1,26,Fear,Fear,,0,,0.0,0.0,0.0,0,0.0,0.0,Fear,Fear (26-45),0.0,,1,0.0,1500.1,1500.1,,0.0,0.0,0.0,0.0
2024-09-20,0.0,16982.17,54,Neutral,Neutral,,0,,0.0,0.0,0.0,0,0.0,0.0,Neutral,Neutral (46-55),0.0,0.0,2,0.0,16982.17,8491.09,8709.46,0.0,0.0,0.0,0.0
2024-09-21,1631.7,15016.59,54,Neutral,Neutral,,0,,3263.407638,0.0,3263407.6380000003,0,0.0,0.0,Neutral,Neutral (46-55),3263.41,1076.75,2,1.0,15016.59,7508.3,4971.35,3263.41,3263.407638,0.0,3263407.6380000003
2024-09-24,0.0,6113.57,54,Neutral,Neutral,,0,,0.0,0.0,0.0,0,0.0,0.0,Neutral,Neutral (46-55),0.0,,1,0.0,6113.57,6113.57,,0.0,0.0,0.0,0.0
2024-09-26,0.0,14670.96,50,Neutral,Neutral,,0,,0.0,0.0,0.0,0,0.0,0.0,Neutral,Neutral (46-55),0.0,0.0,4,0.0,14670.96,3667.74,6312.27,0.0,0.0,0.0,0.0
2024-09-27,0.0,17931.9,61,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75),0.0,0.0,26,0.0,17931.9,689.69,2393.83,0.0,0.0,0.0,0.0
2024-09-28,0.0,19410.84,64,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75),0.0,0.0,3,0.0,19410.84,6470.28,6812.8,0.0,0.0,0.0,0.0
2024-09-30,9.82,34738.92,61,Greed,Greed,,0,,461.743162,0.0,461743.16199999995,0,0.021739130434782608,2.127659574468085,Greed,Greed (56-75),461.74,67.35,47,0.02,34738.92,739.13,2927.96,461.74,461.743162,0.0,461743.16199999995
2024-10-07,0.0,29999.63,50,Neutral,Neutral,,0,,0.0,0.0,0.0,0,0.0,0.0,Neutral,Neutral (46-55),0.0,,1,0.0,29999.63,29999.63,,0.0,0.0,0.0,0.0
2024-10-15,209.66,10211.83,65,Greed,Greed,,0,,209.65532,0.0,209655.31999999998,0,0.0,0.0,Greed,Greed (56-75),209.66,,1,1.0,10211.83,10211.83,,209.66,209.65532,0.0,209655.31999999998
2024-10-25,1961.61,21029.71,72,Greed,Greed,,0,,7846.42051,0.0,7846420.51,0,4.0,100.0,Greed,Greed (56-75),7846.42,3710.49,4,1.0,21029.71,5257.43,9944.72,7846.42,7846.42051,0.0,7846420.51
2024-10-31,23.82,24938.28,77,Extreme Greed,Extreme Greed,,0,,23.815451,0.0,23815.450999999997,0,1.0,100.0,Greed,Extreme Greed (76-100),23.82,,1,1.0,24938.28,24938.28,,23.82,23.815451,0.0,23815.450999999997
2024-11-04,0.0,5186.86,70,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75),0.0,,1,0.0,5186.86,5186.86,,0.0,0.0,0.0,0.0
2024-11-09,-0.0,71.59,75,Extreme Greed,Greed,,0,,0.0,0.00141,0.0,0,1.0,100.0,Greed,Greed (56-75),-0.0,,1,0.0,71.59,71.59,,0.0,0.0,0.00141,0.0
2024-11-11,0.0,41652.37,76,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Extreme Greed (76-100),0.0,0.0,5,0.0,41652.37,8330.47,12191.9,0.0,0.0,0.0,0.0
2024-11-12,0.0,2221.66,80,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Extreme Greed (76-100),0.0,0.0,2,0.0,2221.66,1110.83,0.24,0.0,0.0,0.0,0.0
2024-11-14,0.0,12502.45,88,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Extreme Greed (76-100),0.0,,1,0.0,12502.45,12502.45,,0.0,0.0,0.0,0.0
2024-11-17,0.0,45936.29,90,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,1.0,50.0,Greed,Extreme Greed (76-100),0.0,0.0,2,0.0,45936.29,22968.14,29040.23,0.0,0.0,0.0,0.0
2024-11-18,0.0,10602.68,83,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Extreme Greed (76-100),0.0,0.0,3,0.0,10602.68,3534.23,1486.81,0.0,0.0,0.0,0.0
