trade_date,avg_pnl,total_volume_usd,value,classification,sentiment_category,long_short_ratio_x,avg_leverage,total_fees,gross_profit_x,gross_loss_x,profit_factor_x,high_leverage_pct,long_short_ratio_y,long_pct,sentiment_group,fear_greed_level,total_pnl,pnl_std,num_trades,win_rate,total_volume,avg_trade_size,trade_size_std,total_abs_pnl,gross_profit_y,gross_loss_y,profit_factor_y
2024-11-20,-0.06,31873.42,83,Extreme Greed,Extreme Greed,,0,,0.0,0.41383,0.0,0,1.3333333333333333,57.14285714285714,Greed,Extreme Greed (76-100),-0.41,0.16,7,0.0,31873.42,4553.35,7083.72,0.41,0.0,0.41383,0.0
2024-11-21,14.56,500.25,82,Extreme Greed,Extreme Greed,,0,,14.563856,0.0,14563.856,0,0.0,0.0,Greed,Extreme Greed (76-100),14.56,,1,1.0,500.25,500.25,,14.56,14.563856,0.0,14563.856
2024-11-22,0.28,3177.28,94,Extreme Greed,Extreme Greed,,0,,4.4038070000000005,1.5545879999999999,2.832780775356558,0,1.5,60.0,Greed,Extreme Greed (76-100),2.85,1.44,10,0.2,3177.28,317.73,190.36,5.96,4.4038070000000005,1.5545879999999999,2.832780775356558
2024-11-24,0.0,1109.86,80,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Extreme Greed (76-100),0.0,,1,0.0,1109.86,1109.86,,0.0,0.0,0.0,0.0
2024-11-25,0.18,1473.43,82,Extreme Greed,Extreme Greed,,0,,0.544824,0.0,544.824,0,2.0,66.66666666666666,Greed,Extreme Greed (76-100),0.54,0.31,3,0.33,1473.43,491.14,475.91,0.54,0.544824,0.0,544.824
2024-11-26,1.32,20887.79,79,Extreme Greed,Extreme Greed,,0,,6.605586,0.0,6605.585999999999,0,1.5,60.0,Greed,Extreme Greed (76-100),6.61,2.29,5,0.4,20887.79,4177.56,5610.91,6.61,6.605586,0.0,6605.585999999999
2024-11-27,-38.89,14367.36,75,Extreme Greed,Greed,,0,,0.0,38.885624,0.0,0,0.0,0.0,Greed,Greed (56-75),-38.89,,1,0.0,14367.36,14367.36,,38.89,0.0,38.885624,0.0
2024-11-28,-308.9,115068.26,77,Extreme Greed,Extreme Greed,,0,,436.87188000000003,2290.267442,0.19075146945218638,0,2.0,66.66666666666666,Greed,Extreme Greed (76-100),-1853.4,706.8,6,0.33,115068.26,19178.04,27465.52,2727.14,436.87188000000003,2290.267442,0.19075146945218638
2024-11-29,286.79,1573.42,78,Extreme Greed,Extreme Greed,,0,,573.585288,0.0,573585.288,0,0.0,0.0,Greed,Extreme Greed (76-100),573.59,405.59,2,0.5,1573.42,786.71,301.4,573.59,573.585288,0.0,573585.288
2024-11-30,68.82,14311.48,84,Extreme Greed,Extreme Greed,,0,,344.089446,0.0,344089.446,0,0.0,0.0,Greed,Extreme Greed (76-100),344.09,117.05,5,0.4,14311.48,2862.3,2816.81,344.09,344.089446,0.0,344089.446
2024-12-01,0.0,554.61,81,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Extreme Greed (76-100),0.0,,1,0.0,554.61,554.61,,0.0,0.0,0.0,0.0
2024-12-02,0.3,81744.92,80,Extreme Greed,Extreme Greed,,0,,12.71424,0.0,12714.24,0,42.0,97.67441860465115,Greed,Extreme Greed (76-100),12.71,1.94,43,0.02,81744.92,1901.04,3299.41,12.71,12.71424,0.0,12714.24
2024-12-03,147.56,515644.47,76,Extreme Greed,Extreme Greed,,0,,18887.337556,0.0,18887337.555999998,0,0.4065934065934066,28.90625,Greed,Extreme Greed (76-100),18887.34,361.64,128,0.71,515644.47,4028.47,7254.74,18887.34,18887.337556,0.0,18887337.555999998
2024-12-04,7.98,100.07,78,Extreme Greed,Extreme Greed,,0,,15.964428,0.0,15964.428,0,0.0,0.0,Greed,Extreme Greed (76-100),15.96,11.29,2,0.5,100.07,50.04,70.62,15.96,15.964428,0.0,15964.428
2024-12-05,78.88,2404.41,84,Extreme Greed,Extreme Greed,,0,,236.64235,0.0,236642.34999999998,0,0.0,0.0,Greed,Extreme Greed (76-100),236.64,136.63,3,0.33,2404.41,801.47,950.7,236.64,236.64235,0.0,236642.34999999998
2024-12-06,-20.44,1967.53,72,Greed,Greed,,0,,0.09232,81.834726,0.0011281274406662032,0,4.0,100.0,Greed,Greed (56-75),-81.74,27.39,4,0.25,1967.53,491.88,616.94,81.93,0.09232,81.834726,0.0011281274406662032
2024-12-07,27.21,968.5,75,Extreme Greed,Greed,,0,,81.623764,0.0,81623.764,0,0.0,0.0,Greed,Greed (56-75),81.62,47.13,3,0.33,968.5,322.83,370.05,81.62,81.623764,0.0,81623.764
2024-12-08,4.71,11935.0,79,Extreme Greed,Extreme Greed,,0,,14.129884,0.0,14129.884,0,0.0,0.0,Greed,Extreme Greed (76-100),14.13,8.16,3,0.33,11935.0,3978.33,5270.36,14.13,14.129884,0.0,14129.884
2024-12-09,0.35,10858.96,78,Extreme Greed,Extreme Greed,,0,,3.796105,0.0,3796.1049999999996,0,11.0,100.0,Greed,Extreme Greed (76-100),3.8,0.86,11,0.18,10858.96,987.18,931.81,3.8,3.796105,0.0,3796.1049999999996
2024-12-10,28.58,7715.33,78,Extreme Greed,Extreme Greed,,0,,288.77774700000003,3.013048,95.84239846162426,0,0.6666666666666666,40.0,Greed,Extreme Greed (76-100),285.76,67.65,10,0.8,7715.33,771.53,1816.5,291.79,288.77774700000003,3.013048,95.84239846162426
2024-12-11,2829.46,29932.51,74,Greed,Greed,,0,,25465.103450000002,0.0,25465103.450000003,0,0.5,33.33333333333333,Greed,Greed (56-75),25465.1,8314.47,9,0.67,29932.51,3325.83,8165.44,25465.1,25465.103450000002,0.0,25465103.450000003
2024-12-12,26.08,57473.31,83,Extreme Greed,Extreme Greed,,0,,834.547422,0.0,834547.422,0,0.7777777777777778,43.75,Greed,Extreme Greed (76-100),834.55,107.13,32,0.25,57473.31,1796.04,3534.86,834.55,834.547422,0.0,834547.422
2024-12-13,0.49,35842.85,76,Extreme Greed,Extreme Greed,,0,,12.61435,0.0,12614.35,0,0.13043478260869565,11.538461538461538,Greed,Extreme Greed (76-100),12.61,1.73,26,0.08,35842.85,1378.57,3024.89,12.61,12.61435,0.0,12614.35
2024-12-14,107.98,38847.01,83,Extreme Greed,Extreme Greed,,0,,3239.468506,0.0,3239468.506,0,0.1111111111111111,10.0,Greed,Extreme Greed (76-100),3239.47,426.78,30,0.17,38847.01,1294.9,2251.14,3239.47,3239.468506,0.0,3239468.506
2024-12-15,5.13,48930.06,80,Extreme Greed,Extreme Greed,,0,,102.61591,0.0,102615.91,0,1.2222222222222223,55.00000000000001,Greed,Extreme Greed (76-100),102.62,22.12,20,0.1,48930.06,2446.5,2940.29,102.62,102.61591,0.0,102615.91
2024-12-16,0.14,163104.13,83,Extreme Greed,Extreme Greed,,0,,3.2706,0.0,3270.6,0,0.14285714285714285,12.5,Greed,Extreme Greed (76-100),3.27,0.67,24,0.04,163104.13,6796.01,23685.33,3.27,3.2706,0.0,3270.6
2024-12-17,0.0,33902.45,87,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Extreme Greed (76-100),0.0,0.0,10,0.0,33902.45,3390.24,3890.67,0.0,0.0,0.0,0.0
2024-12-18,1.52,56717.49,81,Extreme Greed,Extreme Greed,,0,,46.280879,8.374743,5.526244685956333,0,0.5625,36.0,Greed,Extreme Greed (76-100),37.91,4.95,25,0.24,56717.49,2268.7,3415.76,54.66,46.280879,8.374743,5.526244685956333
2024-12-19,2.61,103009.75,75,Extreme Greed,Greed,,0,,78.336701,0.0,78336.701,0,2.3333333333333335,70.0,Greed,Greed (56-75),78.34,6.0,30,0.3,103009.75,3433.66,6172.8,78.34,78.336701,0.0,78336.701
2024-12-20,45.26,119772.68,74,Greed,Greed,,0,,1086.3438489999999,0.0,1086343.849,0,0.3333333333333333,25.0,Greed,Greed (56-75),1086.34,125.61,24,0.25,119772.68,4990.53,8615.32,1086.34,1086.3438489999999,0.0,1086343.849
2024-12-21,10.99,2060.62,73,Greed,Greed,,0,,76.945863,0.0,76945.863,0,0.75,42.857142857142854,Greed,Greed (56-75),76.95,10.85,7,0.57,2060.62,294.37,379.01,76.95,76.945863,0.0,76945.863
2024-12-22,351.25,7105.51,73,Greed,Greed,,0,,1405.000013,0.0,1405000.013,0,3.0,75.0,Greed,Greed (56-75),1405.0,689.67,4,0.5,7105.51,1776.38,3008.09,1405.0,1405.000013,0.0,1405000.013
2024-12-23,-1.1,52352.56,70,Greed,Greed,,0,,0.0,21.98467,0.0,0,0.25,20.0,Greed,Greed (56-75),-21.98,4.2,20,0.0,52352.56,2617.63,3725.72,21.98,0.0,21.98467,0.0
2024-12-25,6.56,28882.36,73,Greed,Greed,,0,,19.672695,0.0,19672.695,0,0.5,33.33333333333333,Greed,Greed (56-75),19.67,11.36,3,0.33,28882.36,9627.45,16497.57,19.67,19.672695,0.0,19672.695
2024-12-26,17.8,1712.64,79,Extreme Greed,Extreme Greed,,0,,53.405546,0.0,53405.546,0,2.0,66.66666666666666,Greed,Extreme Greed (76-100),53.41,30.43,3,0.67,1712.64,570.88,481.68,53.41,53.405546,0.0,53405.546
2024-12-27,0.51,384.16,74,Greed,Greed,,0,,1.528005,0.0,1528.005,0,0.5,33.33333333333333,Greed,Greed (56-75),1.53,0.88,3,0.33,384.16,128.05,59.05,1.53,1.528005,0.0,1528.005
2024-12-28,0.0,49835.38,72,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75),0.0,0.0,14,0.0,49835.38,3559.67,7681.62,0.0,0.0,0.0,0.0
2024-12-29,0.0,2082.76,73,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75),0.0,0.0,5,0.0,2082.76,416.55,606.32,0.0,0.0,0.0,0.0
2024-12-30,0.61,27391.07,65,Greed,Greed,,0,,6.737704,0.0,6737.704,0,0.1,9.090909090909092,Greed,Greed (56-75),6.74,2.03,11,0.09,27391.07,2490.1,3124.81,6.74,6.737704,0.0,6737.704
2024-12-31,0.0,9265.2,64,Greed,Greed,,0,,0.0,0.0,0.0,0,2.0,100.0,Greed,Greed (56-75),0.0,0.0,2,0.0,9265.2,4632.6,5118.39,0.0,0.0,0.0,0.0
2025-01-02,0.42,40448.34,70,Greed,Greed,,0,,1.6984,0.0,1698.3999999999999,0,1.0,50.0,Greed,Greed (56-75),1.7,0.85,4,0.25,40448.34,10112.08,8279.05,1.7,1.6984,0.0,1698.3999999999999
2025-01-03,0.0,3828.11,74,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75),0.0,0.0,3,0.0,3828.11,1276.04,945.53,0.0,0.0,0.0,0.0
2025-01-05,132.06,82466.11,72,Greed,Greed,,0,,528.237435,0.0,528237.4349999999,0,0.0,0.0,Greed,Greed (56-75),528.24,264.12,4,0.25,82466.11,20616.53,40645.22,528.24,528.237435,0.0,528237.4349999999
2025-01-06,123.87,74106.84,76,Extreme Greed,Extreme Greed,,0,,1362.6158050000001,0.0,1362615.8050000002,0,0.0,0.0,Greed,Extreme Greed (76-100),1362.62,408.07,11,0.18,74106.84,6736.99,12606.23,1362.62,1362.6158050000001,0.0,1362615.8050000002
2025-01-07,6.82,8234.11,78,Extreme Greed,Extreme Greed,,0,,34.11674,0.0,34116.74,0,5.0,100.0,Greed,Extreme Greed (76-100),34.12,9.18,5,0.6,8234.11,1646.82,1918.95,34.12,34.11674,0.0,34116.74
