trade_date,total_pnl,num_trades,avg_pnl,win_rate,total_volume_usd,avg_trade_size,total_abs_pnl,value,classification,sentiment_category,long_short_ratio_x,avg_leverage,total_fees,gross_profit,gross_loss,profit_factor,high_leverage_pct,long_short_ratio_y,long_pct,sentiment_group,fear_greed_level
2024-01-25,-959.9,1,-959.9,0.0,20612.78,20612.78,959.9,52,Neutral,Neutral,,0,,0.0,959.90329,0.0,0,0.0,0.0,Neutral,Neutral (46-55)
2024-01-31,-3.73,8,-0.47,0.12,93082.71,11635.34,3.75,60,Greed,Greed,,0,,0.01001,3.739348,0.0026769372628597282,0,0.6,37.5,Greed,Greed (56-75)
2024-02-05,14.5,1,14.5,1.0,1906.02,1906.02,14.5,60,Greed,Greed,,0,,14.501782,0.0,14501.782,0,0.0,0.0,Greed,Greed (56-75)
2024-02-06,-22.97,8,-2.87,0.25,113411.16,14176.4,31.79,64,Greed,Greed,,0,,4.411839,27.38012,0.16113293148459537,0,0.6,37.5,Greed,Greed (56-75)
2024-02-14,84.21,2,42.11,0.5,21253.32,10626.66,84.21,74,Greed,Greed,,0,,84.2112,0.0,84211.2,0,0.0,0.0,Greed,Greed (56-75)
2024-02-15,22.83,1,22.83,1.0,760.73,760.73,22.83,72,Greed,Greed,,0,,22.8275,0.0,22827.5,0,1.0,100.0,Greed,Greed (56-75)
2024-02-16,33.29,5,6.66,0.8,4449.02,889.8,33.29,72,Greed,Greed,,0,,33.29354,0.0,33293.54,0,1.5,60.0,Greed,Greed (56-75)
2024-02-17,112.63,3,37.54,0.67,8452.14,2817.38,112.63,76,Extreme Greed,Extreme Greed,,0,,112.63032899999999,0.0,112630.32899999998,0,2.0,66.66666666666666,Greed,Extreme Greed (76-100)
2024-02-18,5.28,1,5.28,1.0,127.92,127.92,5.28,72,Greed,Greed,,0,,5.28468,0.0,5284.679999999999,0,0.0,0.0,Greed,Greed (56-75)
2024-02-19,0.0,1,0.0,0.0,38924.6,38924.6,0.0,75,Extreme Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75)
2024-02-20,0.0,1,0.0,0.0,4713.43,4713.43,0.0,72,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75)
2024-02-23,11.91,1,11.91,1.0,305.36,305.36,11.91,76,Extreme Greed,Extreme Greed,,0,,11.911018,0.0,11911.018,0,1.0,100.0,Greed,Extreme Greed (76-100)
2024-02-26,20.2,1,20.2,1.0,406.34,406.34,20.2,72,Greed,Greed,,0,,20.19633,0.0,20196.329999999998,0,1.0,100.0,Greed,Greed (56-75)
2024-02-28,833.14,1,833.14,1.0,25385.04,25385.04,833.14,82,Extreme Greed,Extreme Greed,,0,,833.141894,0.0,833141.894,0,0.0,0.0,Greed,Extreme Greed (76-100)
2024-02-29,46.34,1,46.34,1.0,1061.23,1061.23,46.34,80,Extreme Greed,Extreme Greed,,0,,46.336801,0.0,46336.801,0,1.0,100.0,Greed,Extreme Greed (76-100)
2024-03-01,9.26,2,4.63,0.5,10725.75,5362.88,9.26,80,Extreme Greed,Extreme Greed,,0,,9.25908,0.0,9259.08,0,1.0,50.0,Greed,Extreme Greed (76-100)
2024-03-04,653.75,6,108.96,0.67,59166.76,9861.13,653.75,82,Extreme Greed,Extreme Greed,,0,,653.753927,0.0,653753.9269999999,0,1.0,50.0,Greed,Extreme Greed (76-100)
2024-03-05,70.95,2,35.48,1.0,1753.92,876.96,70.95,90,Extreme Greed,Extreme Greed,,0,,70.951345,0.0,70951.345,0,1.0,50.0,Greed,Extreme Greed (76-100)
2024-03-08,121.46,1,121.46,1.0,2000.44,2000.44,121.46,81,Extreme Greed,Extreme Greed,,0,,121.4626,0.0,121462.59999999999,0,0.0,0.0,Greed,Extreme Greed (76-100)
