trade_date,total_pnl,num_trades,avg_pnl,win_rate,total_volume_usd,avg_trade_size,total_abs_pnl,value,classification,sentiment_category,long_short_ratio_x,avg_leverage,total_fees,gross_profit,gross_loss,profit_factor,high_leverage_pct,long_short_ratio_y,long_pct,sentiment_group,fear_greed_level
2024-03-11,163.5,2,81.75,1.0,3353.64,1676.82,163.5,82,Extreme Greed,Extreme Greed,,0,,163.500173,0.0,163500.17299999998,0,1.0,50.0,Greed,Extreme Greed (76-100)
2024-03-14,0.48,1,0.48,1.0,14.89,14.89,0.48,88,Extreme Greed,Extreme Greed,,0,,0.478791,0.0,478.791,0,0.0,0.0,Greed,Extreme Greed (76-100)
2024-03-15,732.78,2,366.39,1.0,16299.4,8149.7,732.78,83,Extreme Greed,Extreme Greed,,0,,732.7812,0.0,732781.2,0,0.0,0.0,Greed,Extreme Greed (76-100)
2024-03-20,15.25,1,15.25,1.0,444.52,444.52,15.25,74,Greed,Greed,,0,,15.249,0.0,15249.0,0,0.0,0.0,Greed,Greed (56-75)
2024-03-24,0.0,1,0.0,0.0,11945.98,11945.98,0.0,74,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75)
2024-03-26,136.43,3,45.48,1.0,3392.61,1130.87,136.43,81,Extreme Greed,Extreme Greed,,0,,136.42578,0.0,136425.78,0,0.0,0.0,Greed,Extreme Greed (76-100)
2024-03-27,-6.06,1,-6.06,0.0,997.52,997.52,6.06,83,Extreme Greed,Extreme Greed,,0,,0.0,6.0562,0.0,0,1.0,100.0,Greed,Extreme Greed (76-100)
2024-03-28,0.0,1,0.0,0.0,7768.85,7768.85,0.0,80,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Extreme Greed (76-100)
2024-04-01,0.0,2,0.0,0.0,5501.48,2750.74,0.0,79,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,2.0,100.0,Greed,Extreme Greed (76-100)
2024-04-02,0.0,1,0.0,0.0,319.34,319.34,0.0,79,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Extreme Greed (76-100)
2024-04-04,0.0,1,0.0,0.0,843.38,843.38,0.0,70,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75)
2024-04-05,12.78,1,12.78,1.0,1247.52,1247.52,12.78,79,Extreme Greed,Extreme Greed,,0,,12.77724,0.0,12777.24,0,0.0,0.0,Greed,Extreme Greed (76-100)
2024-04-07,0.0,1,0.0,0.0,1525.9,1525.9,0.0,78,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Extreme Greed (76-100)
2024-04-10,195.92,1,195.92,1.0,12499.7,12499.7,195.92,78,Extreme Greed,Extreme Greed,,0,,195.916968,0.0,195916.968,0,1.0,100.0,Greed,Extreme Greed (76-100)
2024-04-12,15.2,2,7.6,0.5,14117.98,7058.99,15.2,79,Extreme Greed,Extreme Greed,,0,,15.199604,0.0,15199.604000000001,0,1.0,50.0,Greed,Extreme Greed (76-100)
2024-04-13,46.96,2,23.48,0.5,2279.7,1139.85,46.96,72,Greed,Greed,,0,,46.96285,0.0,46962.85,0,0.0,0.0,Greed,Greed (56-75)
2024-04-14,5.76,1,5.76,1.0,293.62,293.62,5.76,72,Greed,Greed,,0,,5.7618,0.0,5761.8,0,1.0,100.0,Greed,Greed (56-75)
2024-04-15,126.97,1,126.97,1.0,3999.71,3999.71,126.97,74,Greed,Greed,,0,,126.96636,0.0,126966.35999999999,0,0.0,0.0,Greed,Greed (56-75)
2024-04-23,22.59,3,7.53,1.0,1093.63,364.54,22.59,71,Greed,Greed,,0,,22.593608,0.0,22593.608,0,0.5,33.33333333333333,Greed,Greed (56-75)
2024-04-29,4.26,1,4.26,1.0,480.64,480.64,4.26,67,Greed,Greed,,0,,4.258631,0.0,4258.631,0,1.0,100.0,Greed,Greed (56-75)
2024-05-06,725.22,1,725.22,1.0,100136.78,100136.78,725.22,71,Greed,Greed,,0,,725.22282,0.0,725222.82,0,1.0,100.0,Greed,Greed (56-75)
2024-05-09,5.09,1,5.09,1.0,602.9,602.9,5.09,55,Greed,Neutral,,0,,5.088,0.0,5088.0,0,0.0,0.0,Neutral,Neutral (46-55)
2024-05-13,106.0,1,106.0,1.0,4281.41,4281.41,106.0,57,Greed,Greed,,0,,105.9984,0.0,105998.40000000001,0,0.0,0.0,Greed,Greed (56-75)
2024-05-15,0.0,2,0.0,0.0,22613.97,11306.98,0.0,64,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75)
2024-05-16,0.0,2,0.0,0.0,468.06,234.03,0.0,70,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,50.0,Greed,Greed (56-75)
2024-05-21,0.0,1,0.0,0.0,1988.82,1988.82,0.0,76,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Extreme Greed (76-100)
2024-05-23,3.82,3,1.27,0.33,4940.82,1646.94,3.82,76,Extreme Greed,Extreme Greed,,0,,3.816384,0.0,3816.384,0,2.0,66.66666666666666,Greed,Extreme Greed (76-100)
2024-05-27,48.34,1,48.34,1.0,2223.67,2223.67,48.34,74,Greed,Greed,,0,,48.335913,0.0,48335.913,0,1.0,100.0,Greed,Greed (56-75)
2024-05-29,0.0,2,0.0,0.0,443.19,221.6,0.0,72,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75)
2024-06-03,7.25,2,3.63,0.5,443.84,221.92,7.25,73,Greed,Greed,,0,,7.254702,0.0,7254.702,0,1.0,50.0,Greed,Greed (56-75)
2024-06-06,5.13,2,2.57,0.5,878.4,439.2,5.13,78,Extreme Greed,Extreme Greed,,0,,5.130415,0.0,5130.415,0,1.0,50.0,Greed,Extreme Greed (76-100)
2024-06-07,0.0,1,0.0,0.0,94.73,94.73,0.0,77,Extreme Greed,Extreme Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Extreme Greed (76-100)
2024-06-09,0.0,1,0.0,0.0,70.47,70.47,0.0,75,Extreme Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75)
2024-06-10,0.0,1,0.0,0.0,554.85,554.85,0.0,72,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75)
2024-06-12,0.0,1,0.0,0.0,115.1,115.1,0.0,72,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75)
2024-06-17,636.46,1,636.46,1.0,6589.82,6589.82,636.46,71,Greed,Greed,,0,,636.463443,0.0,636463.443,0,1.0,100.0,Greed,Greed (56-75)
2024-06-21,0.0,1,0.0,0.0,24.99,24.99,0.0,63,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75)
2024-06-26,0.0,2,0.0,0.0,12155.22,6077.61,0.0,46,Neutral,Neutral,,0,,0.0,0.0,0.0,0,1.0,50.0,Neutral,Neutral (46-55)
2024-06-27,0.0,1,0.0,0.0,29999.34,29999.34,0.0,40,Fear,Fear,,0,,0.0,0.0,0.0,0,0.0,0.0,Fear,Fear (26-45)
2024-07-03,387.75,2,193.87,0.5,10377.08,5188.54,387.75,50,Neutral,Neutral,,0,,387.745268,0.0,387745.268,0,2.0,100.0,Neutral,Neutral (46-55)
2024-07-06,0.0,2,0.0,0.0,118.65,59.32,0.0,26,Fear,Fear,,0,,0.0,0.0,0.0,0,2.0,100.0,Fear,Fear (26-45)
2024-07-15,0.0,1,0.0,0.0,1828.39,1828.39,0.0,52,Neutral,Neutral,,0,,0.0,0.0,0.0,0,0.0,0.0,Neutral,Neutral (46-55)
2024-07-17,3.27,4,0.82,0.5,6190.08,1547.52,3.27,69,Greed,Greed,,0,,3.271075,0.0,3271.0750000000003,0,1.0,50.0,Greed,Greed (56-75)
2024-07-18,140.63,1,140.63,1.0,29998.29,29998.29,140.63,61,Greed,Greed,,0,,140.633592,0.0,140633.592,0,1.0,100.0,Greed,Greed (56-75)
2024-07-20,0.0,1,0.0,0.0,558.23,558.23,0.0,74,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75)
2024-07-21,-0.22,1,-0.22,0.0,10.65,10.65,0.22,74,Greed,Greed,,0,,0.0,0.215817,0.0,0,1.0,100.0,Greed,Greed (56-75)
2024-07-22,-17.54,1,-17.54,0.0,281.34,281.34,17.54,70,Greed,Greed,,0,,0.0,17.539986,0.0,0,1.0,100.0,Greed,Greed (56-75)
2024-07-23,188.47,3,62.82,1.0,1039.99,346.66,188.47,71,Greed,Greed,,0,,188.47426,0.0,188474.25999999998,0,0.5,33.33333333333333,Greed,Greed (56-75)
2024-07-25,0.0,2,0.0,0.0,1060.73,530.36,0.0,68,Greed,Greed,,0,,0.0,0.0,0.0,0,2.0,100.0,Greed,Greed (56-75)
2024-07-26,0.0,2,0.0,0.0,2583.92,1291.96,0.0,68,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,50.0,Greed,Greed (56-75)
2024-07-27,660.5,2,330.25,1.0,82123.84,41061.92,660.5,72,Greed,Greed,,0,,660.5018279999999,0.0,660501.8279999999,0,0.0,0.0,Greed,Greed (56-75)
2024-07-30,0.0,1,0.0,0.0,10067.14,10067.14,0.0,67,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75)
2024-08-02,0.0,1,0.0,0.0,3845.84,3845.84,0.0,57,Greed,Greed,,0,,0.0,0.0,0.0,0,1.0,100.0,Greed,Greed (56-75)
2024-08-04,0.0,1,0.0,0.0,736.15,736.15,0.0,34,Fear,Fear,,0,,0.0,0.0,0.0,0,1.0,100.0,Fear,Fear (26-45)
2024-08-05,0.0,1,0.0,0.0,60.33,60.33,0.0,26,Fear,Fear,,0,,0.0,0.0,0.0,0,1.0,100.0,Fear,Fear (26-45)
2024-08-06,0.0,1,0.0,0.0,240.0,240.0,0.0,17,Extreme Fear,Extreme Fear,,0,,0.0,0.0,0.0,0,1.0,100.0,Fear,Extreme Fear (0-25)
2024-08-09,0.0,1,0.0,0.0,139.12,139.12,0.0,48,Neutral,Neutral,,0,,0.0,0.0,0.0,0,0.0,0.0,Neutral,Neutral (46-55)
2024-08-10,0.0,1,0.0,0.0,91.0,91.0,0.0,40,Fear,Fear,,0,,0.0,0.0,0.0,0,1.0,100.0,Fear,Fear (26-45)
2024-08-14,0.0,1,0.0,0.0,3631.7,3631.7,0.0,30,Fear,Fear,,0,,0.0,0.0,0.0,0,1.0,100.0,Fear,Fear (26-45)
2024-09-01,0.0,1,0.0,0.0,1500.1,1500.1,0.0,26,Fear,Fear,,0,,0.0,0.0,0.0,0,0.0,0.0,Fear,Fear (26-45)
2024-09-20,0.0,2,0.0,0.0,16982.17,8491.09,0.0,54,Neutral,Neutral,,0,,0.0,0.0,0.0,0,0.0,0.0,Neutral,Neutral (46-55)
2024-09-21,3263.41,2,1631.7,1.0,15016.59,7508.3,3263.41,54,Neutral,Neutral,,0,,3263.407638,0.0,3263407.6380000003,0,0.0,0.0,Neutral,Neutral (46-55)
2024-09-24,0.0,1,0.0,0.0,6113.57,6113.57,0.0,54,Neutral,Neutral,,0,,0.0,0.0,0.0,0,0.0,0.0,Neutral,Neutral (46-55)
2024-09-26,0.0,4,0.0,0.0,14670.96,3667.74,0.0,50,Neutral,Neutral,,0,,0.0,0.0,0.0,0,0.0,0.0,Neutral,Neutral (46-55)
2024-09-27,0.0,26,0.0,0.0,17931.9,689.69,0.0,61,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75)
2024-09-28,0.0,3,0.0,0.0,19410.84,6470.28,0.0,64,Greed,Greed,,0,,0.0,0.0,0.0,0,0.0,0.0,Greed,Greed (56-75)
2024-09-30,461.74,47,9.82,0.02,34738.92,739.13,461.74,61,Greed,Greed,,0,,461.743162,0.0,461743.16199999995,0,0.021739130434782608,2.127659574468085,Greed,Greed (56-75)
2024-10-07,0.0,1,0.0,0.0,29999.63,29999.63,0.0,50,Neutral,Neutral,,0,,0.0,0.0,0.0,0,0.0,0.0,Neutral,Neutral (46-55)
2024-10-15,209.66,1,209.66,1.0,10211.83,10211.83,209.66,65,Greed,Greed,,0,,209.65532,0.0,209655.31999999998,0,0.0,0.0,Greed,Greed (56-75)
2024-10-25,7846.42,4,1961.61,1.0,21029.71,5257.43,7846.42,72,Greed,Greed,,0,,7846.42051,0.0,7846420.51,0,4.0,100.0,Greed,Greed (56-75)
2024-10-31,23.82,1,23.82,1.0,24938.28,24938.28,23.82,77,Extreme Greed,Extreme Greed,,0,,23.815451,0.0,23815.450999999997,0,1.0,100.0,Greed,Extreme Greed (76-100)
